NO.,KODE PUSK.,NAMA PUSKESMAS,ALAMAT,Kota_Kabupaten,PONED,JENIS PUSKESMAS,full_address,location,latitude,longitude
29,P3210190101,JATITUJUH,"Ds. Jatitengah, Kec. Jatitujuh",Majalengka,,1,"Ds. Jatitengah, Kec. Jatitujuh, Majalengka, Indonesia","Jl. Desa Jatitengah, Kec. Jatitujuh, Kabupaten Majalengka, Jawa Barat 45458, Indonesia",-6.6450618,108.2384393
30,P3210190202,PANONGAN,"Ds. Panongan, Kec. Jatitujuh",Majalengka,,2,"Ds. Panongan, Kec. Jatitujuh, Majalengka, Indonesia","Panongan, Jatitujuh, Majalengka Regency, West Java, Indonesia",-6.6714439,108.2229243
31,P3210200101,LIGUNG,"Ds. Ligung, Kec. Ligung",Majalengka,,1,"Ds. Ligung, Kec. Ligung, Majalengka, Indonesia","Ligung, Majalengka Regency, West Java 45456, Indonesia",-6.669187,108.2822389
32,P3210210101,SUMBERJAYA,"Ds. Sumberjaya, Kec. Sumberjaya",Majalengka,,1,"Ds. Sumberjaya, Kec. Sumberjaya, Majalengka, Indonesia","Sumberjaya, Majalengka Regency, West Java, Indonesia",-6.713609700000001,108.3237655
1,P3211010101,JATINANGOR,"Jl. Raya Jatinangor No.234, Kec. Jatinangor",Sumedang,1.0,1,"Jl. Raya Jatinangor No.234, Kec. Jatinangor, Sumedang, Indonesia","Jl. Raya Jatinangor No.234, Hegarmanah, Kec. Jatinangor, Kabupaten Sumedang, Jawa Barat 45363, Indonesia",-6.9323552,107.7777643
2,P3211020201,CIMANGGUNG,"Jl. Raya Parakanmuncang - Simpang, Kec. Cimanggung",Sumedang,,2,"Jl. Raya Parakanmuncang - Simpang, Kec. Cimanggung, Sumedang, Indonesia","Jl. Parakanmuncang, Kec. Cimanggung, Kabupaten Sumedang, Jawa Barat 45364, Indonesia",-6.9557587,107.8243463
3,P3211030101,TANJUNG SARI,"Jl. Rumah Sakit No.01, Kec. Tanjungsari",Sumedang,1.0,1,"Jl. Rumah Sakit No.01, Kec. Tanjungsari, Sumedang, Indonesia","Jl. Rumah Sakit No.1, Pakemitan, Kec. Cinambo, Kota Bandung, Jawa Barat 45474, Indonesia",-6.9144367,107.6994477
4,P3211030202,MARGAJAYA,"Jl. Ciluluk Ds. Margajaya, Kec. Tanjungsari",Sumedang,,2,"Jl. Ciluluk Ds. Margajaya, Kec. Tanjungsari, Sumedang, Indonesia","3RV5+9PR, Jl. Pamagersari, Marga Jaya, Kec. Tanjungsari, Kabupaten Sumedang, Jawa Barat 45362, Indonesia",-6.9065198,107.8092807
5,P3211031201,SUKASARI,"Jl. Cibogo No.12, Kec. Sukasari",Sumedang,,2,"Jl. Cibogo No.12, Kec. Sukasari, Sumedang, Indonesia","Jl. Cibogo No.12, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164, Indonesia",-6.8852594,107.5780992
6,P3211032201,HAURNGOMBONG,"Jl. Simpang Parakanmuncang, Kec. Pamulihan",Sumedang,,2,"Jl. Simpang Parakanmuncang, Kec. Pamulihan, Sumedang, Indonesia","Jl. Raya Simpang-Parakanmuncang, Kec. Pamulihan, Kabupaten Sumedang, Jawa Barat, Indonesia",-6.9036356,107.8284656
7,P3211032202,PAMULIHAN,"Jl. Raya Pamulihan No.111, Kec. Pamulihan",Sumedang,,2,"Jl. Raya Pamulihan No.111, Kec. Pamulihan, Sumedang, Indonesia","Pamulihan, Sumedang Regency, West Java, Indonesia",-6.8762533,107.8258075
8,P3211040201,RANCA KALONG,"Jl. Raya Sumedang, Kec. Rancakalong",Sumedang,,2,"Jl. Raya Sumedang, Kec. Rancakalong, Sumedang, Indonesia","Jl. Raya Bandung - Sumedang, Kabupaten Sumedang, Jawa Barat, Indonesia",-6.924948,107.7840621
9,P3211050201,SUMEDANG SELATAN,"Jl. P. Kornel Sumedang, Kec. Sumedang Selatan",Sumedang,,2,"Jl. P. Kornel Sumedang, Kec. Sumedang Selatan, Sumedang, Indonesia","Jl. P.Kornel, Pasanggrahan Baru, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat, Indonesia",-6.8666126,107.8898512
10,P3211050202,SUKAGALIH,"Jl. Pagar Betis No.116, Kec. Sumedang Selatan",Sumedang,,2,"Jl. Pagar Betis No.116, Kec. Sumedang Selatan, Sumedang, Indonesia","4WJM+XGX, Jl. Pagarbetis No.116, Sukagalih, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311, Indonesia",-6.8675985,107.9338838
11,P3211060201,KOTA KALER,"Jl. Sofian Iskandar, Kec. Kota Sumedang Utara",Sumedang,1.0,2,"Jl. Sofian Iskandar, Kec. Kota Sumedang Utara, Sumedang, Indonesia","Jl. Drs Sopian Iskandar, Kotakaler, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621, Indonesia",-6.8448398,107.926847
12,P3211060202,SITU,"Jl. Angkrek - Situ No.21, Kec. Sumedang Utara",Sumedang,,2,"Jl. Angkrek - Situ No.21, Kec. Sumedang Utara, Sumedang, Indonesia","Jl. Angkrek Situ No.21, Situ, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621, Indonesia",-6.836178899999999,107.9232438
13,P3211061201,GANEAS,"Jl. Raya 11 April No.350, Kec. Ganeas",Sumedang,,2,"Jl. Raya 11 April No.350, Kec. Ganeas, Sumedang, Indonesia","Jl. Sebelas April No.350, Ganeas, Kec. Ganeas, Kabupaten Sumedang, Jawa Barat 45356, Indonesia",-6.846198100000001,107.9726913
14,P3211070201,SITURAJA,"Jl. Raya Alun-Alun Situraja No.177a, Kec. Situraja",Sumedang,,2,"Jl. Raya Alun-Alun Situraja No.177a, Kec. Situraja, Sumedang, Indonesia","5269+493 Alun-Alun Situraja, Jl. Alun-Alun, Situraja, Sumedang Regency, West Java 45371, Indonesia",-6.8397305,108.0184361
15,P3211071201,CISITU,"Jl. Cisitu, Kec. Cisitu",Sumedang,,2,"Jl. Cisitu, Kec. Cisitu, Sumedang, Indonesia","Cisitu, Sumedang Regency, West Java, Indonesia",-6.872957299999999,108.0450467
16,P3211080101,DARMA RAJA,"Jl. Raya Barat Darmaraja No.203a, Kec. Darmaraja",Sumedang,1.0,1,"Jl. Raya Barat Darmaraja No.203a, Kec. Darmaraja, Sumedang, Indonesia","Darmaraja, Sumedang Regency, West Java, Indonesia",-6.9223987,108.0613479
17,P3211090201,CIBUGEL,"Jl. Cipasang - Cibugel No.42, Kec. Cibugel",Sumedang,1.0,2,"Jl. Cipasang - Cibugel No.42, Kec. Cibugel, Sumedang, Indonesia","Jl. Cibugel - Cipasang, Kec. Cibugel, Kabupaten Sumedang, Jawa Barat 45375, Indonesia",-6.9666885,108.0386818
18,P3211100201,WADO,"Jl. Raya Wado Sumedang, Kec. Wado",Sumedang,,2,"Jl. Raya Wado Sumedang, Kec. Wado, Sumedang, Indonesia","Jl. Raya Wado - Sumedang, Kec. Wado, Kabupaten Sumedang, Jawa Barat, Indonesia",-6.9595662,108.0827423
19,P3211101201,JATINUNGGAL,"Jl. Wado - krisisk, Kec. Jatinunggal",Sumedang,1.0,2,"Jl. Wado - krisisk, Kec. Jatinunggal, Sumedang, Indonesia","Jl. Wado - Kirisik, Kec. Jatinunggal, Kabupaten Sumedang, Jawa Barat, Indonesia",-6.9498153,108.1315094
20,P3211111201,JATIGEDE,"Jl. Raya PLTA Parakan Kondang, Kec. Jatigede",Sumedang,,2,"Jl. Raya PLTA Parakan Kondang, Kec. Jatigede, Sumedang, Indonesia","5482+9XP, Kadujaya, Jatigede, Sumedang Regency, West Java 45377, Indonesia",-6.834033799999999,108.1024642
21,P3211120101,TOMO,"Jl. Raya Tomo No.43, Kec. Tomo",Sumedang,1.0,1,"Jl. Raya Tomo No.43, Kec. Tomo, Sumedang, Indonesia","Jl. Raya Tomo No.43, Tomo, Kec. Tomo, Kabupaten Sumedang, Jawa Barat 45382, Indonesia",-6.7603293,108.1394158
22,P3211130201,UJUNGJAYA,"Jl. Raya Cijelag - Cikamurang No.180, Kec. Ujungjaya",Sumedang,1.0,2,"Jl. Raya Cijelag - Cikamurang No.180, Kec. Ujungjaya, Sumedang, Indonesia","Jl. Raya Cijelag, Tomo, Kec. Tomo, Kabupaten Sumedang, Jawa Barat 45382, Indonesia",-6.7640047,108.1298628
23,P3211140101,CONGGEANG,"Jl. Raya Conggeang, Kec. Conggeang",Sumedang,1.0,1,"Jl. Raya Conggeang, Kec. Conggeang, Sumedang, Indonesia","Jl. Raya Conggeang- Sumedang, Kec. Conggeang, Kabupaten Sumedang, Jawa Barat, Indonesia",-6.7358731,108.0065173
24,P3211150201,PASEH,"Jl. Raya Paseh No.1, Kec. Paseh",Sumedang,,2,"Jl. Raya Paseh No.1, Kec. Paseh, Sumedang, Indonesia","Jl. Paseh No.1, Legok Kidul, Kec. Paseh, Kabupaten Sumedang, Jawa Barat 45381, Indonesia",-6.8074135,107.9893286
25,P3211160201,CIMALAKA,"Jl. Raya Tanjung Kerta No.72, Kec. Cimalaka",Sumedang,,2,"Jl. Raya Tanjung Kerta No.72, Kec. Cimalaka, Sumedang, Indonesia","Jl. Tanjungkerta No.72, Citimun, Kec. Cimalaka, Kabupaten Sumedang, Jawa Barat 45353, Indonesia",-6.7867228,107.9301246
26,P3211161201,CISARUA,"Jl. Ardimanggala No.46, Kec. Cisarua",Sumedang,,2,"Jl. Ardimanggala No.46, Kec. Cisarua, Sumedang, Indonesia","Jl. Ardimanggala No.46, Cisarua, Kec. Cisarua, Kabupaten Sumedang, Jawa Barat 45355, Indonesia",-6.824874299999999,107.9658257
27,P3211170101,SUKAMANTRI,"Jl. Raya Cipadung - Sukamantri No.04, Kec. Tanjungkerta",Sumedang,1.0,1,"Jl. Raya Cipadung - Sukamantri No.04, Kec. Tanjungkerta, Sumedang, Indonesia","Jl. Cipadung Gg. Idjan No.04, RT.o2/RW.014, Kotakaler, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621, Indonesia",-6.847813599999999,107.927653
28,P3211170202,TANJUNG KERTA,"Jl. Raya Kertaraharja, Kec. Tanjungkerta",Sumedang,,2,"Jl. Raya Kertaraharja, Kec. Tanjungkerta, Sumedang, Indonesia","Kertaharja, Tanjungkerta, Sumedang Regency, West Java, Indonesia",-6.7349643,107.8968943
29,P3211171201,TANJUNGMEDAR,"Ds. Cikaramas, Kec. Tanjung Medar",Sumedang,,2,"Ds. Cikaramas, Kec. Tanjung Medar, Sumedang, Indonesia","Cikaramas, Tanjungmedar, Sumedang Regency, West Java, Indonesia",-6.7626114,107.8435776
30,P3211180201,BUAH DUA,"Jl. Raya Darongdong No.04, Kec. Buah Dua",Sumedang,,2,"Jl. Raya Darongdong No.04, Kec. Buah Dua, Sumedang, Indonesia","Darongdong, Buahdua, Kec. Buahdua, Kabupaten Sumedang, Jawa Barat 45392, Indonesia",-6.6988305,107.9515445
31,P3211180202,HARIANG,"Ds. Hariang, Kec. Buah Dua",Sumedang,,2,"Ds. Hariang, Kec. Buah Dua, Sumedang, Indonesia","Hariang, Buahdua, Sumedang Regency, West Java, Indonesia",-6.70377,107.9087438
32,P3211181201,SURIAN,Kec. Surian,Sumedang,1.0,2,"Kec. Surian, Sumedang, Indonesia","Surian, Sumedang Regency, West Java, Indonesia",-6.632833499999999,107.8630457
1,P3212010101,HAUR GEULIS,"Jl. Raya Gantar Km 1, Kec. Haurgeulis",Indramayu,1.0,1,"Jl. Raya Gantar Km 1, Kec. Haurgeulis, Indramayu, Indonesia","Gantar, Indramayu Regency, West Java, Indonesia",-6.4990285,107.9828138
2,P3212010202,CIPANCUH,"Jl. Gatot Kaca-Cipancuh, Kec. Haurgeulis",Indramayu,1.0,2,"Jl. Gatot Kaca-Cipancuh, Kec. Haurgeulis, Indramayu, Indonesia","Jl. Gatot Kaca, Cipancuh, Kec. Haurgeulis, Kabupaten Indramayu, Jawa Barat 45264, Indonesia",-6.4580839,107.9410991
3,P3212010203,WANAKAYA,"Jl. Raya Wanakarya Km 03, Kec. Haurgeulis",Indramayu,,2,"Jl. Raya Wanakarya Km 03, Kec. Haurgeulis, Indramayu, Indonesia","GR6X+J55, wanasuta, Manyingsal, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41257, Indonesia",-6.4884966,107.8479948
4,P3212011201,GANTAR,"Jl. Raya Gantar, Kec. Gantar",Indramayu,,2,"Jl. Raya Gantar, Kec. Gantar, Indramayu, Indonesia","Gantar, Indramayu Regency, West Java, Indonesia",-6.4990285,107.9828138
5,P3212020201,KROYA,"Jl. PU Kroya No.7, Kec. Kroya",Indramayu,,2,"Jl. PU Kroya No.7, Kec. Kroya, Indramayu, Indonesia","Jl. Pu Kroya No.7, Kroya, Kec. Kroya, Kabupaten Indramayu, Jawa Barat 45265, Indonesia",-6.4894208,108.0649098
6,P3212020202,TEMIYANG,"Jl. PU Cilege, Kec. Kroya",Indramayu,,2,"Jl. PU Cilege, Kec. Kroya, Indramayu, Indonesia","Jl. Raya PU, Kedungdawa, Kec. Kroya, Kabupaten Indramayu, Jawa Barat, Indonesia",-6.4386017,108.0281887
7,P3212030201,GABUS WETAN,"Jl. PUI Saradan, Kec. Gabus Wetan",Indramayu,1.0,2,"Jl. PUI Saradan, Kec. Gabus Wetan, Indramayu, Indonesia","Jl. PU Saradan - Wanguk, Babakanjaya, Kec. Gabuswetan, Kabupaten Indramayu, Jawa Barat 45265, Indonesia",-6.4450091,108.0370302
8,P3212030202,DRUNTEN WETAN,"Ds. Drunten Wetan, Kec. Gabus Wetan",Indramayu,,2,"Ds. Drunten Wetan, Kec. Gabus Wetan, Indramayu, Indonesia","Drunten Wetan, Gabuswetan, Indramayu Regency, West Java, Indonesia",-6.4046531,108.0539382
9,P3212040201,CIKEDUNG,"Jl. Raya Cikedung, Ds. Jambak Kec. Cikedung",Indramayu,,2,"Jl. Raya Cikedung, Ds. Jambak Kec. Cikedung, Indramayu, Indonesia","Jl. Raya Cikedung - Amis, Kec. Cikedung, Kabupaten Indramayu, Jawa Barat 45262, Indonesia",-6.5012897,108.1757225
10,P3212041101,TERISI,"Jl. Raya Rajasinga, Kec. Terisi",Indramayu,1.0,1,"Jl. Raya Rajasinga, Kec. Terisi, Indramayu, Indonesia","Jl. Raya Raja Singa, Rajasinga, Kec. Terisi, Kabupaten Indramayu, Jawa Barat 45262, Indonesia",-6.4809654,108.1483459
11,P3212050201,LELEA,"Jl. Raya Lelea, Kec. Lelea",Indramayu,,2,"Jl. Raya Lelea, Kec. Lelea, Indramayu, Indonesia","Telagasari, Lelea, Indramayu Regency, West Java 45261, Indonesia",-6.466834800000001,108.2347863
12,P3212050202,TUGU,"Jl. Raya Tugu, Kec. Lelea",Indramayu,,2,"Jl. Raya Tugu, Kec. Lelea, Indramayu, Indonesia","Jl. Raya Tugu, Kec. Lelea, Kabupaten Indramayu, Jawa Barat 45261, Indonesia",-6.512172,108.2138852
13,P3212060201,BANGO DUA,"Jl. Raya Ds. Tegalgirang, Kec. Bango Dua",Indramayu,,2,"Jl. Raya Ds. Tegalgirang, Kec. Bango Dua, Indramayu, Indonesia","Tegalgirang, Bangodua, Indramayu Regency, West Java, Indonesia",-6.5003106,108.2941031
14,P3212061201,TUKDANA,"Jl. Raya By Pass Ds Lajer, Kec. Tukdana",Indramayu,,2,"Jl. Raya By Pass Ds Lajer, Kec. Tukdana, Indramayu, Indonesia","Lajer, Tukdana, Indramayu Regency, West Java, Indonesia",-6.530122,108.2807559
15,P3212070101,WIDASARI,"Jl. By Pass Widasari, Kec. Widasari",Indramayu,1.0,1,"Jl. By Pass Widasari, Kec. Widasari, Indramayu, Indonesia","Jl. By Pass Kertasemaya, Kec. Kertasemaya, Kabupaten Indramayu, Jawa Barat, Indonesia",-6.5188837,108.3488102
16,P3212080201,KERTA SEMAYA,"Jl. By Pass Tuluangung, Kec. Kertasemaya",Indramayu,,2,"Jl. By Pass Tuluangung, Kec. Kertasemaya, Indramayu, Indonesia","Jl. By Pass Kertasemaya, Kec. Kertasemaya, Kabupaten Indramayu, Jawa Barat, Indonesia",-6.5188837,108.3488102
17,P3212081101,SUKAGUMIWANG,"Ds. Sukagumiwang, Kec. Sukagumiwang",Indramayu,1.0,1,"Ds. Sukagumiwang, Kec. Sukagumiwang, Indramayu, Indonesia","Sukagumiwang, Indramayu Regency, West Java, Indonesia",-6.570590399999999,108.3237655
18,P3212090201,KRANGKENG,"Jl. Raya Krangkeng, Kec. Krangkeng",Indramayu,1.0,2,"Jl. Raya Krangkeng, Kec. Krangkeng, Indramayu, Indonesia","Jl. Raya Krangkeng, Kec. Krangkeng, Kabupaten Indramayu, Jawa Barat, Indonesia",-6.4641461,108.4570219
19,P3212090202,KEDUNGWUNGU,"Jl. Raya Kedungwungu, Kec. Krangkeng",Indramayu,,2,"Jl. Raya Kedungwungu, Kec. Krangkeng, Indramayu, Indonesia","Jl. Raya Kedungwungu, Kec. Krangkeng, Kabupaten Indramayu, Jawa Barat, Indonesia",-6.5096712,108.4551446
20,P3212100201,KARANG AMPEL,"Jl. Lapangan Bola Benda, Kec. Karang Ampel",Indramayu,1.0,2,"Jl. Lapangan Bola Benda, Kec. Karang Ampel, Indramayu, Indonesia","Benda, Karangampel, Indramayu Regency, West Java, Indonesia",-6.458029300000001,108.4721169
21,P3212100202,KAPLONGAN,"Jl. Kaplongan Lor, Kec. Karang Ampel",Indramayu,,2,"Jl. Kaplongan Lor, Kec. Karang Ampel, Indramayu, Indonesia","Jl. Raya Kaplongan, Kec. Karangampel, Kabupaten Indramayu, Jawa Barat, Indonesia",-6.4802548,108.4542067
22,P3212101101,KERTICALA,"Jl. Raya Kerticala, Kec. Tukdana",Indramayu,1.0,1,"Jl. Raya Kerticala, Kec. Tukdana, Indramayu, Indonesia","Jl. Raya Kerticala, Kec. Tukdana, Kabupaten Indramayu, Jawa Barat 45272, Indonesia",-6.5615269,108.2801341
23,P3212101202,KEDOKAN BUNDER,Jl. Raya Kedokan Bunder Kec. Kedokan Bunder,Indramayu,1.0,2,"Jl. Raya Kedokan Bunder Kec. Kedokan Bunder, Indramayu, Indonesia","Jl. Raya Jagapura, Kec. Kedokan Bunder, Kabupaten Indramayu, Jawa Barat, Indonesia",-6.5130764,108.4269985
24,P3212110201,JUNTI NYUAT,"Jl. Raya Juntinyuat, Kec. Juntinyuat",Indramayu,,2,"Jl. Raya Juntinyuat, Kec. Juntinyuat, Indramayu, Indonesia","Jl. Raya Juntikedokan, Kec. Juntinyuat, Kabupaten Indramayu, Jawa Barat 45282, Indonesia",-6.4282966,108.4238737
25,P3212110202,PONDOH,"Jl. Raya Ds. Pondoh, Kec. Juntinyuat",Indramayu,1.0,2,"Jl. Raya Ds. Pondoh, Kec. Juntinyuat, Indramayu, Indonesia","Pondoh, Juntinyuat, Indramayu Regency, West Java, Indonesia",-6.4301473,108.4009001
26,P3212120201,SLIYEG,"Jl. Raya Sliyeg, Kec. Sliyeg",Indramayu,1.0,2,"Jl. Raya Sliyeg, Kec. Sliyeg, Indramayu, Indonesia","Jl. Raya Sliyeg, Kec. Sliyeg, Kabupaten Indramayu, Jawa Barat 45281, Indonesia",-6.4443076,108.3592849
27,P3212120202,TAMBI,"Ds. Tambi, Kec. Sliyeg",Indramayu,,2,"Ds. Tambi, Kec. Sliyeg, Indramayu, Indonesia","Tambi, Sliyeg, Indramayu Regency, West Java, Indonesia",-6.4832594,108.3415642
28,P3212130201,JATI BARANG,"Jl. May. Dasuki No. 43, Kec. Jatibarang",Indramayu,,2,"Jl. May. Dasuki No. 43, Kec. Jatibarang, Indramayu, Indonesia","Jl. Mayor Dasuki No.43, Jatibarang, Kec. Jatibarang, Kabupaten Indramayu, Jawa Barat 45273, Indonesia",-6.4721563,108.3025764
29,P3212130202,JATISAWIT,"Jl. Raya Jatisawit - Jatibarang, Kec. Jatibarang",Indramayu,,2,"Jl. Raya Jatisawit - Jatibarang, Kec. Jatibarang, Indramayu, Indonesia","Jl. Jatisawit Raya, Jatisawit, Kec. Jatibarang, Kabupaten Indramayu, Jawa Barat 45273, Indonesia",-6.4270377,108.2990646
30,P3212140201,BALONGAN,"Jl. Raya Balongan, Kec. Balongan",Indramayu,,2,"Jl. Raya Balongan, Kec. Balongan, Indramayu, Indonesia","Jl. Raya Balongan, Kec. Balongan, Kabupaten Indramayu, Jawa Barat, Indonesia",-6.3703721,108.3920024
31,P3212150201,MARGADADI,"Jl. Sastra Atmaja No. 49, Kec. Indramayu",Indramayu,,2,"Jl. Sastra Atmaja No. 49, Kec. Indramayu, Indramayu, Indonesia","Jl. Mayor Sastraatmaja No.49, Margadadi, Kec. Indramayu, Kabupaten Indramayu, Jawa Barat 45211, Indonesia",-6.323572,108.3266624
32,P3212150202,PLUMBON,"Jl. Raya Jatibarang Indramayu KM.6, Kec. Indramayu",Indramayu,,2,"Jl. Raya Jatibarang Indramayu KM.6, Kec. Indramayu, Indramayu, Indonesia","Jl. Raya Jatibarang-Indramayu, Kec. Indramayu, Kabupaten Indramayu, Jawa Barat, Indonesia",-6.3750348,108.3158182
33,P3212160201,SINDANG,"Ds. Rambatan Wetan, Kec. Sindang",Indramayu,1.0,2,"Ds. Rambatan Wetan, Kec. Sindang, Indramayu, Indonesia","Rambatan Wetan, Sindang, Indramayu Regency, West Java, Indonesia",-6.3540131,108.29262
34,P3212160202,BABADAN,"Jl. May. Dasuki Ds. Babadan, Kec. Sindang",Indramayu,,2,"Jl. May. Dasuki Ds. Babadan, Kec. Sindang, Indramayu, Indonesia","Jl. Mayor Dasuki, Babadan, Kec. Sindang, Kabupaten Indramayu, Jawa Barat, Indonesia",-6.3134412,108.3188732
35,P3212161201,CANTIGI,"Ds. Cantigi Kulon, Kec. Cantigi",Indramayu,,2,"Ds. Cantigi Kulon, Kec. Cantigi, Indramayu, Indonesia","Cantigi Kulon, Cantigi, Indramayu Regency, West Java, Indonesia",-6.3345013,108.2347863
36,P3212162201,PASEKAN,"Jl. Brawijaya No. 1, Ds. Pabean Kencana, Kec. Pasekan",Indramayu,1.0,2,"Jl. Brawijaya No. 1, Ds. Pabean Kencana, Kec. Pasekan, Indramayu, Indonesia","Jl. Brawijaya No.1, Brondong, Kec. Pasekan, Kabupaten Indramayu, Jawa Barat 45219, Indonesia",-6.3031795,108.329835
37,P3212170201,LOH BENER,"Jl. By Pass Pantura, Kec. Lohbener",Indramayu,,2,"Jl. By Pass Pantura, Kec. Lohbener, Indramayu, Indonesia","Jl. Pantura, Kec. Lohbener, Kabupaten Indramayu, Jawa Barat, Indonesia",-6.4075257,108.2390755
38,P3212170202,KIAJARAN WETAN,"Jl. By Pass Kiajaranwetan, Kec. Lohbener",Indramayu,,2,"Jl. By Pass Kiajaranwetan, Kec. Lohbener, Indramayu, Indonesia","Jl. By Pass Kertasemaya, Kec. Kertasemaya, Kabupaten Indramayu, Jawa Barat, Indonesia",-6.5188837,108.3488102
39,P3212171101,CIDEMPET,"Ds. Cidempet, Kec. Arahan",Indramayu,,1,"Ds. Cidempet, Kec. Arahan, Indramayu, Indonesia","Cidempet, Arahan, Indramayu Regency, West Java, Indonesia",-6.354411199999999,108.2466488
40,P3212180201,LOSARANG,"Jl. By Pass Losarang, Kec. Losarang",Indramayu,,2,"Jl. By Pass Losarang, Kec. Losarang, Indramayu, Indonesia","Jl. By Pass Kertasemaya, Kec. Kertasemaya, Kabupaten Indramayu, Jawa Barat, Indonesia",-6.5188837,108.3488102
41,P3212180202,CEMARA,"Jl. Raya Cemara, Kec. Losarang",Indramayu,,2,"Jl. Raya Cemara, Kec. Losarang, Indramayu, Indonesia","Cemara, Losarang, Indramayu Regency, West Java, Indonesia",-6.334909499999999,108.1864229
42,P3212190101,KANDANG HAUR,"Jl. Raya Kandanghaur, Kec. Kandang Haur",Indramayu,1.0,1,"Jl. Raya Kandanghaur, Kec. Kandang Haur, Indramayu, Indonesia","Jl. Raya Kandanghaur, Kec. Kandanghaur, Kabupaten Indramayu, Jawa Barat, Indonesia",-6.3454434,108.099035
43,P3212190202,KERTAWINANGUN,"Jl. Raya Kertawinangun, Kec. Kandang Haur",Indramayu,,2,"Jl. Raya Kertawinangun, Kec. Kandang Haur, Indramayu, Indonesia","Jl. Raya Kertawinangun, Kec. Kandanghaur, Kabupaten Indramayu, Jawa Barat, Indonesia",-6.3160767,108.0592852
44,P3212200101,BONGAS,"Jl. Gebang Mampang, Kec. Bongas",Indramayu,1.0,1,"Jl. Gebang Mampang, Kec. Bongas, Indramayu, Indonesia","Gebang Mampang, Kertajaya, Kec. Bongas, Kabupaten Indramayu, Jawa Barat 45255, Indonesia",-6.3734069,108.0361196
45,P3212200202,SIDAMULYA,"Jl. Irigasi BK 7, Kec. Bongas",Indramayu,,2,"Jl. Irigasi BK 7, Kec. Bongas, Indramayu, Indonesia","Irigasi, Kec. Bongas, Kabupaten Indramayu, Jawa Barat, Indonesia",-6.3535453,108.0515022
46,P3212210201,ANJATAN,"Jl. Raya Anjatan Utara, Kec. Anjatan",Indramayu,,2,"Jl. Raya Anjatan Utara, Kec. Anjatan, Indramayu, Indonesia","North Anjatan, Anjatan, Indramayu Regency, West Java, Indonesia",-6.33898,107.9679983
47,P3212210202,BUGIS,"Jl. Raya Bugis, Kec. Anjatan",Indramayu,,2,"Jl. Raya Bugis, Kec. Anjatan, Indramayu, Indonesia","Bugis, Anjatan, Indramayu Regency, West Java, Indonesia",-6.380995899999999,107.9324442
48,P3212220101,SUKRA,"Jl. Raya Sukra Wetan, Kec. Sukra",Indramayu,,1,"Jl. Raya Sukra Wetan, Kec. Sukra, Indramayu, Indonesia","Jl. Sukrawetan, Kec. Sukra, Kabupaten Indramayu, Jawa Barat, Indonesia",-6.3117622,107.9434923
49,P3212221201,PATROL,"Ds. Patrol, Kec. Patrol",Indramayu,,2,"Ds. Patrol, Kec. Patrol, Indramayu, Indonesia","Jl. Raya Patrol No.Ds, Patrol Baru, Kec. Patrol, Kabupaten Indramayu, Jawa Barat 45257, Indonesia",-6.3123759,107.9844414
1,P3213010201,SARANGPANJANG,"Jl. Raya Sagalaherang, Kec. Sagalaherang",Subang,,2,"Jl. Raya Sagalaherang, Kec. Sagalaherang, Subang, Indonesia","Jl. Raya Sagalaherang, Kec. Sagalaherang, Kabupaten Subang, Jawa Barat, Indonesia",-6.6678194,107.6458192
2,P3213010202,SAGALA HERANG,"Jl. Alun - alun Timur No. 1, Kec. Sagalaherang",Subang,1.0,2,"Jl. Alun - alun Timur No. 1, Kec. Sagalaherang, Subang, Indonesia","Jl. Alun-Alun Timur No.1, Sarireja, Kec. Jalancagak, Kabupaten Subang, Jawa Barat 41281, Indonesia",-6.704429999999999,107.69198
3,P3213020101,JALAN CAGAK,"Ds. Jalan Cagak, Kec. Jalan Cagak",Subang,1.0,1,"Ds. Jalan Cagak, Kec. Jalan Cagak, Subang, Indonesia","Jalancagak, Subang Regency, West Java, Indonesia",-6.6731446,107.6984879
4,P3213020202,PALASARI,"Ds. Palasari, Kec. Jalan Cagak",Subang,,2,"Ds. Palasari, Kec. Jalan Cagak, Subang, Indonesia","Palasari, Ciater, Subang Regency, West Java, Indonesia",-6.722630499999999,107.6777669
5,P3213020203,KASOMALANG,"Ds. Kasomalang, Kec. Jalan Cagak",Subang,1.0,2,"Ds. Kasomalang, Kec. Jalan Cagak, Subang, Indonesia","Jalancagak, Subang Regency, West Java, Indonesia",-6.6731446,107.6984879
6,P3213030101,CISALAK,"Ds. Cisalak, Kec. Cisalak",Subang,1.0,1,"Ds. Cisalak, Kec. Cisalak, Subang, Indonesia","Cisalak, Subang Regency, West Java, Indonesia",-6.713983100000001,107.772504
